Country;Category;DateTime;Value;Frequency;HistoricalDataSymbol;LastUpdate
United States;Government Debt to GDP;1979-12-31T00:00:00;32.3;Yearly;USADebt2GDP;2017-06-19T13:08:00
United States;Government Debt to GDP;1980-12-31T00:00:00;32.6;Yearly;USADebt2GDP;2019-07-15T16:17:00
United States;Government Debt to GDP;1981-12-31T00:00:00;31.8;Yearly;USADebt2GDP;2019-07-15T16:17:00
United States;Government Debt to GDP;1982-12-31T00:00:00;34.3;Yearly;USADebt2GDP;2017-06-19T13:08:00
United States;Government Debt to GDP;1983-12-31T00:00:00;38.8;Yearly;USADebt2GDP;2019-07-15T16:17:00
United States;Government Debt to GDP;1984-12-31T00:00:00;39.6;Yearly;USADebt2GDP;2017-06-19T13:08:00
United States;Government Debt to GDP;1985-12-31T00:00:00;42.6;Yearly;USADebt2GDP;2017-06-19T13:08:00
United States;Government Debt to GDP;1986-12-31T00:00:00;46.8;Yearly;USADebt2GDP;2019-07-15T16:17:00
United States;Government Debt to GDP;1987-12-31T00:00:00;49.2;Yearly;USADebt2GDP;2019-07-15T16:17:00
United States;Government Debt to GDP;1988-12-31T00:00:00;50.6;Yearly;USADebt2GDP;2019-07-15T16:17:00
United States;Government Debt to GDP;1989-12-31T00:00:00;51.6;Yearly;USADebt2GDP;2019-07-15T16:17:00
United States;Government Debt to GDP;1990-12-31T00:00:00;54.4;Yearly;USADebt2GDP;2019-07-15T16:17:00
United States;Government Debt to GDP;1991-12-31T00:00:00;59.1;Yearly;USADebt2GDP;2019-07-15T16:17:00
United States;Government Debt to GDP;1992-12-31T00:00:00;62.4;Yearly;USADebt2GDP;2019-07-15T16:17:00
United States;Government Debt to GDP;1993-12-31T00:00:00;64.2;Yearly;USADebt2GDP;2019-07-15T16:17:00
United States;Government Debt to GDP;1994-12-31T00:00:00;64.7;Yearly;USADebt2GDP;2019-07-15T16:17:00
United States;Government Debt to GDP;1995-12-31T00:00:00;65.1;Yearly;USADebt2GDP;2019-07-15T16:17:00
United States;Government Debt to GDP;1996-12-31T00:00:00;65.2;Yearly;USADebt2GDP;2019-07-15T16:17:00
United States;Government Debt to GDP;1997-12-31T00:00:00;63.5;Yearly;USADebt2GDP;2019-07-15T16:17:00
United States;Government Debt to GDP;1998-12-31T00:00:00;61.3;Yearly;USADebt2GDP;2019-07-15T16:17:00
United States;Government Debt to GDP;1999-12-31T00:00:00;59.1;Yearly;USADebt2GDP;2019-07-15T16:17:00
United States;Government Debt to GDP;2000-12-31T00:00:00;55.6;Yearly;USADebt2GDP;2019-07-15T16:17:00
United States;Government Debt to GDP;2001-12-31T00:00:00;54.8;Yearly;USADebt2GDP;2019-07-15T16:17:00
United States;Government Debt to GDP;2002-12-31T00:00:00;57.2;Yearly;USADebt2GDP;2019-07-15T16:17:00
United States;Government Debt to GDP;2003-12-31T00:00:00;59.9;Yearly;USADebt2GDP;2019-07-15T16:17:00
United States;Government Debt to GDP;2004-12-31T00:00:00;61.2;Yearly;USADebt2GDP;2019-07-15T16:17:00
United States;Government Debt to GDP;2005-12-31T00:00:00;61.6;Yearly;USADebt2GDP;2019-07-15T16:17:00
United States;Government Debt to GDP;2006-12-31T00:00:00;62;Yearly;USADebt2GDP;2019-07-15T16:17:00
United States;Government Debt to GDP;2007-12-31T00:00:00;62.6;Yearly;USADebt2GDP;2019-07-15T16:17:00
United States;Government Debt to GDP;2008-12-31T00:00:00;67.7;Yearly;USADebt2GDP;2017-06-19T13:08:00
United States;Government Debt to GDP;2009-12-31T00:00:00;82.3;Yearly;USADebt2GDP;2019-07-15T16:17:00
United States;Government Debt to GDP;2010-12-31T00:00:00;91.2;Yearly;USADebt2GDP;2019-07-15T16:17:00
United States;Government Debt to GDP;2011-12-31T00:00:00;95.8;Yearly;USADebt2GDP;2019-07-15T16:17:00
United States;Government Debt to GDP;2012-12-31T00:00:00;100;Yearly;USADebt2GDP;2019-07-15T16:17:00
United States;Government Debt to GDP;2013-12-31T00:00:00;100.7;Yearly;USADebt2GDP;2019-07-15T16:17:00
United States;Government Debt to GDP;2014-12-31T00:00:00;102.6;Yearly;USADebt2GDP;2020-02-10T18:05:00
United States;Government Debt to GDP;2015-12-31T00:00:00;100.1;Yearly;USADebt2GDP;2020-02-10T18:05:00
United States;Government Debt to GDP;2016-12-31T00:00:00;105.2;Yearly;USADebt2GDP;2021-10-26T11:09:00
United States;Government Debt to GDP;2017-12-31T00:00:00;104.6;Yearly;USADebt2GDP;2021-10-26T11:09:00
United States;Government Debt to GDP;2018-12-31T00:00:00;105.4;Yearly;USADebt2GDP;2021-10-26T11:09:00
United States;Government Debt to GDP;2019-12-31T00:00:00;106.8;Yearly;USADebt2GDP;2021-10-26T11:09:00
United States;Government Debt to GDP;2020-12-31T00:00:00;128.1;Yearly;USADebt2GDP;2021-10-26T11:09:00
United States;Government Debt to GDP;2021-12-31T00:00:00;137.2;Yearly;USADebt2GDP;2022-03-23T12:42:00
